;Codigo_org;idOrg;Organismo;Codigo_padre;Padre_org;Region;Municipalidad;direccion;telefono;url_organismo;url_orgtransparencia;horario_publico;nombre_encargado;email;num_cuenta;rut;tipo_cuenta;banco;url_sai;fax;Ingresa;obligadorecibir_sai;organismo_autonomo;interopera;tiene_ta;fecha_ta
839;AO027;881;Servicio de Salud Concepción;AO000;Salud;Región del Biobío;CONCEPCIÓN;O Higgins 297;56412721795;http://www.ssconcepcion.cl/;http://transparencia.redsalud.gov.cl/transparencia/index.php?id=SSC;8:30 a 17:00 hrs. Lunes  Jueves 8:30 a 16:00 hrs. Viernes;Diego Márquez Gómez;transparenciassc@ssconcepcion.cl;;;;;http://transparencia.redsalud.gov.cl/transparencia/public/ssconcepcion/solicitud_informacion.html;;Ingresa;SÍ;NO;NO;SÍ;2018/01/18
840;AK011;1026;Corporación de Asistencia Judicial Región Bío Bío (CAJBIOBIO);AK000;Justicia;Región del Biobío;CONCEPCIÓN;Freire 1220 Concepción;041  2735951;http://www.cajbiobio.cl;http://www.cajbiobio.cl/transparencia/GobiernoTransparente_cajbiobio.htm;Lunes a viernes 09:00 a 13:30 hrs. y de 15:00 a 17:30 hrs.;ALEJANDRO ROSALES;capacitacion@cajbiobio.cl;;;;;http://cajbiobio.transparencia.cl/tramites/disponibles;041  2736550;Ingresa;SÍ;NO;NO;SÍ;2019/05/14
841;AO062;901;Hospital San José de Coronel;AO000;Salud;Región del Biobío;CORONEL;Lautaro 600;56 412723255;http://www.hospitaldecoronel.cl;http://webhosting.redsalud.gov.cl/transparencia/index.php?id=AO062;8:30 a 17:00 hrs. Lunes  Jueves  8:30 a 16:00 hrs. Viernes;Alejandra Chávez Montecino;transparencia@hospitaldecoronel.cl;;;;;http://hospitaldecoronel.transparencia.cl/tramites/disponibles;;Ingresa;SÍ;NO;NO;SÍ;2018/02/16
842;MU068;517;Municipalidad de Coronel;MU000;Municipios del Bíobio;Región del Biobío;CORONEL;Los Notros Nº 1489 Lagunillas 2;(41) 2407000;http://www.coronel.cl;http://www.coronel.cl/transparencia/;Lunes a viernes de 08:30 a 14:00;Alejandro Lagos Vilchez;transparencia@coronel.cl;;;;;http://www.coronel.cl/contactenos/solicitar-mayor-informacion-sobre-transparencia-municipal/;;Ingresa;SÍ;NO;NO;SÍ;2018/01/01
843;MA043;327752;Asociación de Municipalidades para la Preservación de la Biodiversidad en el Territorio de Nonguén y otros Ecosistemas;ASOC;Asociación Municipal;Región del Biobío;CHIGUAYANTE;Orozimbo Barboza 104 Chiguayante y Juan Martinez de Rozas Nº 520 Concepción;;http://territoriononguen.cl/;http://territoriononguen.cl/;;;;;;;;http://;;No ingresa;SÍ;NO;NO;SÍ;2018/01/01
844;MU040;493;Municipalidad de Chiguayante;MU000;Municipios del Bíobio;Región del Biobío;CHIGUAYANTE;Orozimbo Barbosa Nº 104;0412508100;http://www.chiguayante.cl;http://200.68.61.130/transparencia/;lunes a viernes de 08:30 a 14:00 hrs.;Lisandro Tapia Sandoval;contactoleydetransparencia@chiguayante.cl;;;;;https://www.portaltransparencia.cl/PortalPdT/ingreso-sai-v2?idOrg=493;;Ingresa;SÍ;NO;NO;SÍ;2018/01/01
845;MU090;537;Municipalidad de Florida;MU000;Municipios del Bíobio;Región del Biobío;FLORIDA;Arturo Prat 675 1 piso Florida;(41) 2668990;http://www.muniflorida.cl;http://www.muniflorida.cl/transparencia;Lunes a Jueves de 8:30 a 13:30 y de 14:30 a 16:30 hrs. Viernes de 8:30 a 13:30 y de 14:30 a 15:30 hrs.;Elba Luisa Sanhueza Toledo;transparencia@muniflorida.cl;;;;;http://www.muniflorida.cl/transparencia/solicitud_informacion.php#formulario;;Ingresa;SÍ;NO;NO;SÍ;2018/01/01
846;MU106;552;Municipalidad de Hualqui;MU000;Municipios del Bíobio;Región del Biobío;HUALQUI;Freire Nº 351;41 2101100;http://www.munihualqui.cl;http://www.munihualqui.cl/transparencia-municipal-hualqui.html;Lunes a Viernes 0830  14.00                              1430  1730;Oscar San Martin Álvarez;transparenciapublica@munihualqui.cl;;;;;http://www.munihualqui.cl/formulario-solicitud-informacion-publica.html;;Ingresa;SÍ;NO;NO;SÍ;2018/01/01
847;MU158;597;Municipalidad de Lota;MU000;Municipios del Bíobio;Región del Biobío;LOTA;Calle Pedro Aguirre Cerda Nº302 Lota.;(41) 2405000  2876371;http://www.lota.cl;http://transparencia.lota.cl/;De lunes a viernes  de 09.00 horas a 14.00 hrs.;Edgardo Morales Ruiz;transparencia@lota.cl;;;Cuenta Corriente;Bancoestado;http://transparencia.lota.cl/;;Ingresa;SÍ;NO;NO;SÍ;
848;AO063;902;Hospital de Lota;AO000;Salud;Región del Biobío;LOTA;Los Carreras 702;56 (41) 2721317;http://www.hospitaldelota.cl/;http://transparencia.redsalud.gov.cl/transparencia/index.php?id=AO063;Lunes a Jueves de 8:00 a 17:00 hrs y los Viernes de 8:00 a 16:00 hrs.;Carmen Rebolledo Sagredo;oirshl@ssconcepcion.cl;;;;;http://hdlota.transparencia.cl/tramites/disponibles;;Ingresa;SÍ;NO;NO;SÍ;2018/02/14
849;EP010;1098;Empresa Nacional del Carbón S.A. (ENACAR);EP000;Empresas y Sociedades;Región del Biobío;LOTA;AV. ARTURO ALESSANDRI 192  LOTA;(41) 2876111;http://www.enacar.cl;http://www.enacar.cl/Ley20285.html;;;;;;;;http://;;No ingresa;NO;NO;NO;NO;
850;MU210;642;Municipalidad de Penco;MU000;Municipios del Bíobio;Región del Biobío;PENCO;OHiggins Nº 500;(41) 2261430;http://www.penco.cl;http://penco.cl/?page_id=290;Lunes a viernes de 08:30 a 13:30 hrs;Cristian San Martin Carrasco;transparencia@penco.cl;;;;;http://penco.cl/transparencia/formulario;;Ingresa;SÍ;NO;NO;SÍ;2018/01/01
851;MU299;717;Municipalidad de San Pedro De La Paz;MU000;Municipios del Bíobio;Región del Biobío;SAN PEDRO DE LA PAZ;Las Acacios Nº 43;(41) 2501900  2501919;http://www.sanpedrodelapaz.cl;http://transparencia.sanpedrodelapaz.cl/;Lun a Vi 09:00 a 17:00 hrs;Verónica Oñate Contrera;transparencia@sanpedrodelapaz.cl;;;;;http://transparencia.sanpedrodelapaz.cl/archivos/FormularioSAI-SPP.pdf;;Ingresa;SÍ;NO;NO;SÍ;2018/01/01
852;MU306;724;Municipalidad de Santa Juana;MU000;Municipios del Bíobio;Región del Biobío;SANTA JUANA;Yungay Nº 125;(41) 2779242  2779243  2779221  2779152;http://www.santajuana.cl;http://;De 08:30 a 13:30 y de 14:15 a 17:33;;transparencia@santajuana.cl;;;;;http://;;Ingresa;SÍ;NO;NO;SÍ;2018/01/01
853;AO028;882;Servicio de Salud Talcahuano;AO000;Salud;Región del Biobío;TALCAHUANO;Avenida Colon N 3030;56 41 2722160;http://www.sstalcahuano.cl/;http://transparencia.redsalud.gov.cl/index.php?id=SSTALCAHUANO;Lunes a jueves de 8:30 a 17:00 horas y los viernes de 8:30 a 16:00 horas;Nury Rodríguez Garrido;nury.rodriguezg@redsalud.gob.cl;;;;;http://transparencia.redsalud.gov.cl/transparencia/public/sstalcahuano/solicitud_informacion.html;;Ingresa;SÍ;NO;NO;SÍ;2018/01/15
854;EP020;1113;Empresa Portuaria Talcahuano San Vicente;EP000;Empresas y Sociedades;Región del Biobío;TALCAHUANO;AV. JORGE ALESSANDRI 1937  HUALPEN;(41) 2720300;http://www.puertotalcahuano.cl;http://www.puertotalcahuano.cl/Transparencia_2013.aspx;;;;;;;;http://;;No ingresa;NO;NO;NO;NO;
855;AO092;923;Hospital de las Higueras;AO000;Salud;Región del Biobío;TALCAHUANO;Alto Horno N777 1 piso Talcahuano.;+56 412687043 +56412687330;http://www.hospitallashigueras.cl/;http://webhosting.redsalud.gov.cl/transparencia/?id=AO092;Lunes a Jueves  : 08:00 a 17:00 horas  Viernes  de 08:00 a 16:00 horas;Natacha Alejandra Muñoz Rubilar;transparenciahht@redsalud.gov.cl;;;;;http://hlh.transparencia.cl/tramites/disponibles;;Ingresa;SÍ;NO;NO;SÍ;2018/02/14
856;MU313;728;Municipalidad de Talcahuano;MU000;Municipios del Bíobio;Región del Biobío;TALCAHUANO;Sargento Aldea 250;413835541;http://www.talcahuano.cl;https://www.portaltransparencia.cl/PortalPdT/pdtta?codOrganismo=MU313;De lunes a viernes de 08.30 a 13.50 horas.;Carolina Poblete  Rivera;juanagaraih@gmail.com;;;;;http://www.talcahuano.cl/solicitud-de-informacion/;;Ingresa;SÍ;NO;NO;SÍ;2019/01/10
857;MU324;739;Municipalidad de Tome;MU000;Municipios del Bíobio;Región del Biobío;TOMÉ;Ignacio Serrano 1185;(41) 21724558;http://www.tome.cl;http://www.tome.cl/transparencia/menu;Lunes a Viernes  de 8.30 12.45  14.30 17.00;Juan Pedro Riffo Cruces;transparencia@tome.cl;;;Cuenta Corriente;Bancoestado;http://www.tome.cl/transparencia/menu#;(41) 2659383;Ingresa;SÍ;NO;NO;SÍ;2018/02/14
858;AO091;922;Hospital de Tomé;AO000;Salud;Región del Biobío;TOMÉ;Egaña 1633;56 0412724950   412724958;http://www.hospitaldetome.cl/;http://webhosting.redsalud.gov.cl/transparencia/?id=AO091;Lunes a Viernes de 08:00 a 18:00 horas.;Claudia Mella Rubio;claudia.mella@redsalud.gov.cl;;;;;http://hospitaltome.transparencia.cl/tramites/disponibles;;Ingresa;SÍ;NO;NO;SÍ;2018/02/14
859;MU105;551;Municipalidad de Hualpén;MU000;Municipios del Bíobio;Región del Biobío;HUALPÉN;Chaiten N 8070 hualpen;41 2429758;http://www.hualpenciudad.cl;http://www.hualpenciudad.cl/index.php?option=com_content&view=article&id=481&Itemid=105;8:15 a 14:00 y de 15:00 a 17:30 Horas;Virginia Obando Jiménez;transparencia.activa@hualpenciudad.cl;;;;;http://www.hualpenciudad.cl/images/stories/TRANSPARENCIA_ACTIVA/archivos_transparencia/formulario_solicitud_de_informacion.pdf;;Ingresa;SÍ;NO;NO;SÍ;2018/01/01
860;AO030;884;Servicio de Salud Arauco;AO000;Salud;Región del Biobío;LEBU;Carrera Nro. 302 Lebu;2724300      2724303;http://www.ssarauco.cl;http://webhosting.redsalud.gov.cl/transparencia/index.php;Lunes a Viernes de 08 hrs a 18 hrs.;;operadora.dssarauco@gmail.com;;;;;http://www.portaltransparencia.cl/PortalPdT/web/guest/directorio-de-organismos-regulados?p_p_id=pdtorganismos_WAR_pdtorganismosportlet&orgcode=de1d424e6fa1bb273720bb9d1bc43461;2724400;Ingresa;SÍ;NO;NO;SÍ;2018/08/14
861;MU137;577;Municipalidad de Lebu;MU000;Municipios del Bíobio;Región del Biobío;LEBU;Andrés Bello Nº 233;(41) 2866700  2866704;http://www.lebu.cl;http://200.111.131.76/transparencia/;lunes a jueves 08:00  a 13:00 hrs y de 14:00 a 17:15 hrs;;leytransparencia@lebu.cl;;;;;http://200.111.131.76/transparencia/transparenciapasiva/index.php;;Ingresa;SÍ;NO;NO;SÍ;2018/01/01
862;AB052;806;Gobernación de Arauco;AB000;Interior y Seguridad Pública;Región del Biobío;LEBU;Andrés Bello 215;412855148  2855194;http://www.gobernacionarauco.gov.cl/;http://www.interior.gob.cl/transparenciaactiva/sgi/66/index.html;De lunes a jueves de 8.30 a 1.30 y 14.30 a 17.30  Viernes de  8.30 a 1.30 y de 14.30 a 17.30 hrs.;Pamela Castillo Carrasco;pcastilloca@interior.gov.cl;;;;;https://siac.interior.gob.cl/formulario.gov?accion=ingresa_transp;41  2854216;Ingresa;SÍ;NO;SÍ;NO;
863;MA015;327700;Asociación de Municipalidades de la Provincia de Arauco;ASOC;Asociación Municipal;Región del Biobío;ARAHUCO;Esmeralda 411 Arauco;41 2168104;http://www.arauco7.cl;http://;Lunes a Viernes de 10 a 16 hrs;;arauco7@yahoo.es;;;;;http://;;No ingresa;SÍ;NO;NO;SÍ;2018/01/01
864;MU011;471;Municipalidad de Arauco;MU000;Municipios del Bíobio;Región del Biobío;ARAHUCO;Esmeralda 411;4121681028015;http://www.muniarauco.cl;http://www.muniarauco.cl/tpma/;Lunes a viernes de 8:15 a 13:30 horas;YESSICA AEDO CARCAMO;transparencia@muniarauco.cl;;;;;http://www.muniarauco.cl/tpma/mail.html;;Ingresa;SÍ;NO;NO;SÍ;2018/01/01
865;MA048;327050;Asociación de Municipalidades de Arauco y Curanilahue;ASOC;Asociación Municipal;Región del Biobío;ARAHUCO;ESMERALDA 411 ARAUCO;963203501;http://www.asocaraucocuranilahue.cl;http://www.asocaraucocuranilahue.cl;Lunes a viernes 14:30 a 16:30;RONY ARAVENA BERNA;contacto@asocomunaaraucocuranilahue.cl;;;;;http://www.asocaraucocuranilahue.cl;;No ingresa;SÍ;NO;NO;SÍ;2018/01/01
866;MU027;484;Municipalidad de Cañete;MU000;Municipios del Bíobio;Región del Biobío;CAÑETE;Arturo Prat Nº 220;(41) 2209000  2209050  2209049;http://www.municanete.cl;http://xn--caete-pta.cl/transp-principal.php;Lunes a viernes de 08:00 a 14:00;;transparencia@municanete.cl;;;;;http://xn--caete-pta.cl/transp-formulario.php;;Ingresa;SÍ;NO;NO;SÍ;2018/01/01
867;MU065;514;Municipalidad de Contulmo;MU000;Municipios del Bíobio;Región del Biobío;CONTULMO;Nahuelbuta 109;(41) 2618142  2618113  2618120;http://www.contulmo.cl;http://www.contulmo.cl/paginanormal.php?pagina=55;Lunes a Viernes  de 8:30 a 16:00 Hrs.;Andrés Garrido González;transparencia@contulmo.cl;;;;;http://www.contulmo.cl/contacto.php;;Ingresa;SÍ;NO;NO;NO;
868;MU075;524;Municipalidad de Curanilahue;MU000;Municipios del Bíobio;Región del Biobío;CURANILAHUE;Arturo Prat # 701;(41) 2 405 950;http://www.munichue.cl;http://www.munichue.cl/transpachue/;Lunes a Jueves de 08:00 a 17:30 hrs. y Viernes de 08:00 a 16:30 hrs.;Pedro Galdames Romero;transparencia@munichue.cl;;;;;http://www.munichue.cl/transpachue/index.php/formulario-transparencia;;Ingresa;SÍ;NO;NO;SÍ;2018/01/01
869;MU151;590;Municipalidad de Los Alamos;MU000;Municipios del Bíobio;Región del Biobío;LOS ALAMOS;Libertad # 300 Los Álamos;0412261000      0412261042;http://www.municipalidadlosalamos.cl/web/;http://www.municipalidadlosalamos.cl/web/transparencia1/;Lunes a Viernes de 8:30 hrs. a 13:30 hrs. y 14:30 hrs. a 16:45 hrs.;Fabiola Hidalgo Peña;ocid@municipalidadlosalamos.cl;;;;;http://www.municipalidadlosalamos.cl/web/wp-content/uploads/2012/12/transparencia.jpg;;Ingresa;SÍ;NO;NO;SÍ;2018/01/01
870;MU321;736;Municipalidad de Tirúa;MU000;Municipios del Bíobio;Región del Biobío;TIRUA;Costanera Nº 080;(41) 24 45 816;http://www.munitirua.com/;http://www.munitirua.com/tag/leytransparenciatirua;Lunes a Viernes de 8:30 horas a 13:30 horas.;Cristian Rodríguez Lobos;transparenciatirua@gmail.com;;;;;http://www.munitirua.com/formulario-de-acceso-a-la-informacion-publica-ley-20-285;;Ingresa;SÍ;NO;NO;SÍ;2018/01/01
871;AB050;804;Gobernación de Bíobío;AB000;Interior y Seguridad Pública;Región del Biobío;LOS ANGELES;Caupolicán 410;56 41 535 343;http://www.gobernacionbiobio.gov.cl/;http://www.interior.gob.cl/transparenciaactiva/sgi/65/index.html;LUNES A JUEVES 8:30 A 17:38 VIERNES 8:30 A 15:58.;Graciela Rodriguez Vallejos;grodriguez@interior.gov.cl;;;;;https://siac.interior.gob.cl/formulario.gov?accion=ingresa_transp;432535344;Ingresa;SÍ;NO;SÍ;NO;
872;MA038;327100;Asociación de Municipalidades Bio Bio Centro;ASOC;Asociación Municipal;Región del Biobío;LOS ANGELES;Valdivia #115;+56 43 2408682;http://www.ambbc.cl;http://www.ambbc.cl/transparencia;Lunes a Viernes de 08:15 a 14:00 horas;Mirna Bermedo Escobar Secretaria Ejecutiva;transparencia@ambbc.cl;;;;;http://www.ambbc.cl/solicitud-informacion/;;Ingresa;SÍ;NO;NO;SÍ;2018/01/01
873;MU153;592;Municipalidad de Los Angeles;MU000;Municipios del Bíobio;Región del Biobío;LOS ANGELES;Caupolicán #399;+56 432409400;http://www.losangeles.cl;http://www.portaltransparencia.cl/PortalPdT/pdtta/-/ta/MU153;08:15 a 14:00 horas de Lunes a Viernes;CRISTIAN ALONSO MORALES NOVOA;transparencia@losangeles.cl;;;;;http://www.portaltransparencia.cl/PortalPdT/web/guest/directorio-de-organismos-regulados?p_p_id=pdtorganismos_WAR_pdtorganismosportlet&orgcode=442e3c7f985527108300590b25161ce6;+56 43 2409509;Ingresa;SÍ;NO;NO;SÍ;2018/01/01
874;AO029;883;Servicio de Salud Bíobío;AO000;Salud;Región del Biobío;LOS ANGELES;Ricardo Vicuña nº 147 Edificio 7 sexto Piso;(56) 432432543;http://www.ssbiobio.cl/;https://www.portaltransparencia.cl/PortalPdT/pdtta?codOrganismo=AO029;8:00 a 17:00 horas;Lucía González Ureta;oirs@ssbiobio.cl;;;;;http://ssbiobio.cl/solicitud_informacion.html;;Ingresa;SÍ;NO;NO;SÍ;2018/01/11
875;AO060;899;Hospital Víctor Ríos Ruiz de Los Angeles;AO000;Salud;Región del Biobío;LOS ANGELES;Avenida Ricardo Vicuña 147;(43) 2 336 305  2 336 304;http://www.hospitallosangeles.cl/;http://transparencia.redsalud.gob.cl/transparencia/index.php?id=AO060;OFICINAS OIRS: DE LUNES A VIERNES DE 08:00 A 20:30 HRS. SÁBADO DOMINGO Y FESIVOS DE 08:30 A 20:30 HRS. OFICINA GESTIÓN DOCUMENTAL (OF. DE PARTES): DE LUNES A JUEVES DE 08:00 A 17:00 HRS. Y VIERNES DE 08:00 A 16:00 HRS.;ERICKA MUÑOZ;ericka.munoz@ssbiobio.cl;;;;;http://cavrr.transparencia.cl/tramites/disponibles;;Ingresa;SÍ;NO;NO;SÍ;2018/02/14
876;MU010;470;Municipalidad de Antuco;MU000;Municipios del Bíobio;Región del Biobío;ANTUCO;Calixto Padilla Nº 155;(43) 2633200  2633201;http://www.municipalidadantuco.cl;http://www.municipalidadantuco.cl/?page_id=103;08:00 a 14:00;;transparenciaantuco@gmail.com;;;;;http://www.municipalidadantuco.cl/?page_id=3618;(43) 2633223;Ingresa;SÍ;NO;NO;SÍ;2018/01/01
877;MU018;476;Municipalidad de Cabrero;MU000;Municipios del Bíobio;Región del Biobío;CABRERO;Las Delicias Nº 355;(43) 401813;http://www.cabrero.cl;http://www.cabrero.cl/transparencia_cabrero/;Lunes  Viernes  08:30 a 14:00 14:45 a 16:00;SOFIA REYES PILSER;transparencia@cabrero.cl;;;;;http://www.cabrero.cl/transparencia_cabrero/Contacto/contacto.php;;Ingresa;SÍ;NO;NO;SÍ;
878;MA055;329311;Asociación de Municipios para el Desarrollo Turístico de las Comunas de Cabrero Los Ángeles y Yumbel;ASOC;Asociación Municipal;Región del Biobío;CABRERO;;;http://;http://;;;;;;;;http://;;No ingresa;SÍ;NO;NO;NO;
879;MU131;572;Municipalidad de Laja;MU000;Municipios del Bíobio;Región del Biobío;LAJA;Balmaceda Nº 292;432524600;http://www.munilaja.cl;https://www.portaltransparencia.cl/PortalPdT/pdtta?codOrganismo=MU131;Lunes a viernes de 08:30 a 13:30 horas;;transparencia@munilaja.cl;;;;;https://www.portaltransparencia.cl/PortalPdT/web/guest/directorio-de-organismos-regulados?p_p_id=pdtorganismos_WAR_pdtorganismosportlet&orgcode=4d58e8133a08830562637311a0829fff;;Ingresa;SÍ;NO;NO;SÍ;2018/02/14
880;MU177;612;Municipalidad de Mulchén;MU000;Municipios del Bíobio;Región del Biobío;MULCHÉN;Anibal Pinto 495;0432401400;http://www.munimulchen.cl;http://www.munimulchen.cl/stm/inicio.php;Lunes a viernes desde 8:00 am a 14:00;Carmen Bustamante Rifo;transparencia@munimulchen.cl;;;;;http://www.munimulchen.cl/stm/inicio.php#;0432401441;Ingresa;SÍ;NO;NO;SÍ;2018/01/01
881;MU178;613;Municipalidad de Nacimiento;MU000;Municipios del Bíobio;Región del Biobío;NACIMIENTO;Freire Nº 614;(43) 2 404600;https://www.nacimiento.cl;http://www.portaltransparencia.cl/PortalPdT/pdtta/-/ta/MU178;Lunes a Viernes de 8:30 a 14:00 Hrs;Raul Neira Fuentealba;transparencia@nacimiento.cl;;;;;http://www.portaltransparencia.cl/PortalPdT/web/guest/directorio-de-organismos-regulados?p_p_id=pdtorganismos_WAR_pdtorganismosportlet&orgcode=507da153a3098c2b2def972a311e999a;;Ingresa;SÍ;NO;NO;SÍ;2018/01/01
882;MU181;615;Municipalidad de Negrete;MU000;Municipios del Bíobio;Región del Biobío;NEGRETE;Alberto Moller Nº 293;043520630;https://www.muninegrete.cl/;http://transparencia.muninegrete.cl/;Lunes a Viernes  08:30 a 14:00 hrs.;;transparencia@municipalidadnegrete.cl;;;Cuenta Corriente;Bancoestado;http://transparencia.muninegrete.cl/solicitud;;Ingresa;SÍ;NO;NO;SÍ;2018/05/16
883;MU249;676;Municipalidad de Quilaco;MU000;Municipios del Bíobio;Región del Biobío;QUILACO;Córdova Nº 46;(43)2633600;http://www.municipalidadquilaco.cl;http://transparencia.municipalidadquilaco.cl/;De Lunes a Viernes de 08:30 a 14:00;Miriam Vargas Quijada;secretaria@municipalidadquilaco.cl;;;Cuenta Corriente;Bancoestado;http://transparencia.municipalidadquilaco.cl/index.php?action=plantillas_generar_archivo&ig=190&m=5&a=2014&ia=14;;Ingresa;SÍ;NO;NO;NO;
884;MU251;678;Municipalidad de Quilleco;MU000;Municipios del Bíobio;Región del Biobío;QUILLECO;Los Carrera Nº 460;432633400;http://www.municipalidadquilleco.cl;http://www.municipiostransparentes.cl/instituciones/ver/31;De lunes a viernes de 8:30 a 14:00 y de 14:45 a 17:30 horas;Secretario Municipal;transparencia@municipalidadquilleco.cl;;;;;http://190.196.161.72/~municipa/formulario_oirs/;432633401;Ingresa;SÍ;NO;NO;SÍ;2018/01/01
885;MU302;720;Municipalidad de San Rosendo;MU000;Municipios del Bíobio;Región del Biobío;SAN ROSENDO;Ibieta 225;(43) 2461214;http://www.municipalidadsanrosendo.cl;http://www.municipiostransparentes.cl/san-rosendo;Lunes a viernes de 8:30 a 13:30 y de 14:15 a 17:33 hrs.;Cristhian Bravo Etcheverry;cbravo@sanrosendo.org;;;;;http://municipalidadsanrosendo.cl/transparencia/documentos/formularioimprimible.pdf;;Ingresa;SÍ;NO;NO;SÍ;2018/03/19
886;MU304;722;Municipalidad de Santa Bárbara;MU000;Municipios del Bíobio;Región del Biobío;SANTA BÁRBARA;Rosas Nº 160;(43) 409910  409936  409948;http://www.santabarbara.cl;http://transparencia.santabarbara.cl/;;;;;;;;http://transparencia.santabarbara.cl/formulario/marcogral.php;;No ingresa;SÍ;NO;NO;NO;
887;MA037;328550;Asociación de Municipios Cordilleranos AMCORDI;ASOC;Asociación Municipal;Región del Biobío;SANTA BÁRBARA;Rosas 101  Oficina 207 Interior;09 79645317;http://amcordi.cl/;http://;LUNES A JUEVES  DE 09.00 A 14.00;Miguel Barrientos Navarrete;amcordibiobio@gmail.com;;;;;http://;;Ingresa;SÍ;NO;NO;SÍ;2018/01/01
888;MU329;744;Municipalidad de Tucapel;MU000;Municipios del Bíobio;Región del Biobío;TUCAPEL;Diego Portales 258 Huépil Comuna de Tucapel;(43) 2404058;http://www.municipalidadtucapel.cl;http://www.munitucapel.cl/transparencia;Lunes a Viernes desde 08:00 hasta 14:00;Gustavo Emilio Pérez Lara;transparencia@munitucapel.cl;;;;;http://www.munitucapel.cl/transparencia/formulario_20285.php;(43) 2404006;Ingresa;SÍ;NO;NO;SÍ;2018/12/27
889;MU343;754;Municipalidad de Yumbel;MU000;Municipios del Bíobio;Región del Biobío;YUMBEL;OHiggins Nº 851;(43) 2875800;http://www.yumbel.cl;http://www.yumbel.cl/transparencia_municipal/index_transparencia.html;Lunes a Viernes de 8:30 hrs. a 13:30 hrs.;Oscar Chamorro Soto;ochamorro@yumbel.cl;;;;;http://www.yumbel.cl/transparencia_municipal/contacto/contacto.html;;Ingresa;SÍ;NO;NO;SÍ;2018/01/01
890;MU003;463;Municipalidad de Alto Biobío;MU000;Municipios del Bíobio;Región del Biobío;ALTO BIO BIO;Villa Ralco SN;432545730;http://www.munialtobiobio.cl/;https://www.portaltransparencia.cl/PortalPdT/pdtta?codOrganismo=MU003;;;ppurran.munialtobiobio@gmail.com;;;;;http://www.transparenciaaltobiobio.cl/solicita-informacion.html;;Ingresa;SÍ;NO;NO;SÍ;2018/01/01
